t,node,online,ssid,rssi,near_cm,near,pass_cm,pass_blocked,cam_on,die_c,heap
1788447421.5,gate-out,1,charon,-49,50.6,1,17.1,1,1,67.5,172288
1788447421.5,zone-reception,1,charon,-33,56.7,1,-1.0,0,1,71.1,172088
1788447421.5,zone-warehouse,1,charon,-15,94.0,1,-1.0,0,1,72.3,172080
1788447421.5,zone-workshop,0,,,,,,,,,
1788447421.5,zone-server,1,charon,-59,19.1,1,-1.0,0,1,74.4,172192
1788447425.5,gate-in,1,charon,-35,21.0,1,53.4,1,1,70.6,172128
1788447425.5,gate-out,1,charon,-49,86.5,1,17.1,1,1,67.5,172288
1788447425.5,zone-reception,1,charon,-34,72.8,1,-1.0,0,1,70.1,172088
1788447425.5,zone-warehouse,1,charon,-14,89.5,1,-1.0,0,1,72.3,172080
1788447425.5,zone-workshop,1,charon,-60,83.3,1,-1.0,0,1,79.6,172500
1788447425.5,zone-server,1,charon,-56,21.7,1,-1.0,0,1,74.4,172192
1788447428.5,gate-in,1,charon,-36,32.2,1,51.7,1,1,70.6,172128
1788447428.5,gate-out,1,charon,-49,62.5,1,17.1,1,1,67.5,172288
1788447428.5,zone-reception,1,charon,-34,36.8,1,-1.0,0,1,71.1,172088
1788447428.5,zone-warehouse,0,,,,,,,,,
1788447428.5,zone-workshop,1,charon,-55,84.6,1,-1.0,0,1,79.6,172500
1788447428.5,zone-server,1,charon,-56,36.4,1,-1.0,0,1,74.4,172192
1788447432.2,gate-in,1,charon,-36,32.2,1,53.5,1,1,70.6,172128
1788447432.2,gate-out,1,charon,-49,46.4,1,16.7,1,1,67.5,172288
1788447432.2,zone-reception,1,charon,-35,75.9,1,-1.0,0,1,71.1,172088
1788447432.2,zone-warehouse,1,charon,-13,72.0,1,-1.0,0,1,72.3,172080
1788447432.2,zone-workshop,1,charon,-56,83.0,1,-1.0,0,1,79.6,172500
1788447432.2,zone-server,1,charon,-54,17.8,1,-1.0,0,1,74.4,171980
1788447434.3,gate-in,1,charon,-35,32.2,1,51.7,1,1,70.6,172128
1788447434.3,gate-out,1,charon,-48,87.8,1,17.1,1,1,67.5,172288
1788447434.3,zone-reception,1,charon,-34,36.5,1,-1.0,0,1,71.1,172088
1788447434.3,zone-warehouse,1,charon,-15,70.5,1,-1.0,0,1,72.3,172080
1788447434.3,zone-workshop,0,,,,,,,,,
1788447434.3,zone-server,1,charon,-57,16.5,1,-1.0,0,1,74.4,172192
1788447438.0,gate-in,1,charon,-35,37.8,1,12.1,1,1,70.6,172128
1788447438.0,gate-out,1,charon,-48,79.8,1,17.1,1,1,67.5,172288
1788447438.0,zone-reception,1,charon,-33,67.1,1,-1.0,0,1,71.1,172088
1788447438.0,zone-warehouse,1,charon,-15,96.8,1,-1.0,0,1,72.3,172080
1788447438.0,zone-workshop,0,,,,,,,,,
1788447438.0,zone-server,1,charon,-53,18.1,1,-1.0,0,1,74.4,172192
1788447441.6,gate-in,1,charon,-36,32.2,1,104.4,0,1,70.6,172128
1788447441.6,gate-out,1,charon,-49,87.3,1,16.7,1,1,67.5,172288
1788447441.6,zone-reception,1,charon,-34,75.1,1,-1.0,0,1,71.1,172088
1788447441.6,zone-warehouse,1,charon,-15,98.1,1,-1.0,0,1,72.3,172080
1788447441.6,zone-workshop,0,,,,,,,,,
1788447441.6,zone-server,1,charon,-55,2.9,1,-1.0,0,1,74.4,172192
1788447445.4,gate-in,1,charon,-35,32.2,1,27.6,1,1,70.6,172128
1788447445.4,gate-out,1,charon,-48,87.3,1,30.3,1,1,67.5,172288
1788447445.4,zone-reception,1,charon,-34,68.7,1,-1.0,0,1,71.1,172088
1788447445.4,zone-warehouse,1,charon,-13,97.2,1,-1.0,0,1,72.3,172080
1788447445.4,zone-workshop,1,charon,-55,81.7,1,-1.0,0,1,79.6,172500
1788447445.4,zone-server,1,charon,-56,16.5,1,-1.0,0,1,74.4,172192
1788447447.9,gate-in,1,charon,-35,32.2,1,53.4,1,1,70.6,172128
1788447447.9,gate-out,1,charon,-49,87.3,1,17.1,1,1,67.5,172288
1788447447.9,zone-reception,1,charon,-34,36.1,1,-1.0,0,1,71.1,172088
1788447447.9,zone-warehouse,1,charon,-14,59.3,1,-1.0,0,1,72.3,172080
1788447447.9,zone-workshop,1,charon,-56,83.4,1,-1.0,0,1,80.6,172500
1788447447.9,zone-server,1,charon,-53,16.5,1,-1.0,0,1,74.4,172192
1788447450.3,gate-in,1,charon,-35,32.2,1,51.7,1,1,70.6,172128
1788447450.3,gate-out,1,charon,-49,87.3,1,17.1,1,1,67.5,172288
1788447450.3,zone-reception,1,charon,-33,43.2,1,-1.0,0,1,71.1,172088
1788447450.3,zone-warehouse,1,charon,-13,59.2,1,-1.0,0,1,72.3,171860
1788447450.3,zone-workshop,1,charon,-55,83.0,1,-1.0,0,1,80.6,172500
1788447450.3,zone-server,1,charon,-55,16.8,1,-1.0,0,1,74.4,172192
1788447453.8,gate-in,1,charon,-35,32.2,1,51.9,1,1,70.6,172128
1788447453.8,gate-out,1,charon,-49,86.5,1,30.3,1,1,67.5,172288
1788447453.8,zone-reception,1,charon,-33,78.6,1,-1.0,0,1,71.1,172088
1788447453.8,zone-warehouse,1,charon,-14,58.4,1,-1.0,0,1,72.3,172080
1788447453.8,zone-workshop,1,charon,-55,82.9,1,-1.0,0,1,80.6,172500
1788447453.8,zone-server,1,charon,-55,21.7,1,-1.0,0,1,74.4,172192
1788447457.1,gate-in,1,charon,-35,32.2,1,51.4,1,1,70.6,172128
1788447457.1,gate-out,1,charon,-48,87.4,1,17.1,1,1,67.5,172288
1788447457.1,zone-reception,1,charon,-33,70.7,1,-1.0,0,1,71.1,172088
1788447457.1,zone-warehouse,1,charon,-13,98.9,1,-1.0,0,1,72.3,172080
1788447457.1,zone-workshop,1,charon,-55,83.0,1,-1.0,0,1,79.6,172500
1788447457.1,zone-server,1,charon,-55,29.9,1,-1.0,0,1,74.4,172192
1788447459.6,gate-in,1,charon,-37,32.2,1,33.5,1,1,70.6,172128
1788447459.6,gate-out,1,charon,-49,87.3,1,17.1,1,1,67.5,172288
1788447459.6,zone-reception,1,charon,-34,36.1,1,-1.0,0,1,71.1,172088
1788447459.6,zone-warehouse,1,charon,-14,97.6,1,-1.0,0,1,72.3,172080
1788447459.6,zone-workshop,1,charon,-57,83.0,1,-1.0,0,1,80.6,172500
1788447459.6,zone-server,1,charon,-56,30.0,1,-1.0,0,1,74.4,172192
1788447462.0,gate-in,1,charon,-36,32.2,1,53.4,1,1,70.6,172128
1788447462.0,gate-out,1,charon,-49,77.2,1,17.1,1,1,67.5,172288
1788447462.0,zone-reception,1,charon,-34,51.6,1,-1.0,0,1,71.1,172088
1788447462.0,zone-warehouse,1,charon,-14,57.2,1,-1.0,0,1,72.3,172080
1788447462.0,zone-workshop,1,charon,-61,82.1,1,-1.0,0,1,79.6,172500
1788447462.0,zone-server,1,charon,-54,29.9,1,-1.0,0,1,74.4,172192
1788447464.0,gate-in,1,charon,-35,32.2,1,53.5,1,1,70.6,172128
1788447464.0,gate-out,1,charon,-50,32.9,1,17.1,1,1,67.5,172288
1788447464.0,zone-reception,1,charon,-33,52.0,1,-1.0,0,1,70.1,172088
1788447464.0,zone-warehouse,1,charon,-13,60.9,1,-1.0,0,1,72.3,172080
1788447464.0,zone-workshop,1,charon,-55,83.4,1,-1.0,0,1,79.6,172500
1788447464.0,zone-server,1,charon,-54,29.9,1,-1.0,0,1,74.4,172192
1788447466.0,gate-in,1,charon,-37,32.2,1,51.7,1,1,70.6,172128
1788447466.0,gate-out,1,charon,-50,76.9,1,5.2,1,1,67.5,172288
1788447466.0,zone-reception,1,charon,-34,51.9,1,-1.0,0,1,71.1,172088
1788447466.0,zone-warehouse,1,charon,-15,57.2,1,-1.0,0,1,72.3,172080
1788447466.0,zone-workshop,0,,,,,,,,,
1788447466.0,zone-server,1,charon,-54,33.1,1,-1.0,0,1,74.4,172192
1788447469.7,gate-in,1,charon,-35,32.2,1,57.3,1,1,70.6,172128
1788447469.7,gate-out,1,charon,-51,78.1,1,16.7,1,1,67.5,172288
1788447469.7,zone-reception,1,charon,-34,37.0,1,-1.0,0,1,71.1,172088
1788447469.7,zone-warehouse,1,charon,-14,56.8,1,-1.0,0,1,72.3,172080
1788447469.7,zone-workshop,1,charon,-53,82.6,1,-1.0,0,1,80.6,172500
1788447469.7,zone-server,1,charon,-55,30.9,1,-1.0,0,1,74.4,172192
1788447471.4,gate-in,1,charon,-36,32.2,1,60.8,1,1,70.6,172128
1788447471.4,gate-out,1,charon,-50,83.3,1,17.1,1,1,67.5,172288
1788447471.4,zone-reception,1,charon,-34,78.7,1,-1.0,0,1,71.1,172088
1788447471.4,zone-warehouse,1,charon,-13,84.9,1,-1.0,0,1,72.3,172080
1788447471.4,zone-workshop,1,charon,-51,82.5,1,-1.0,0,1,79.6,172280
1788447471.4,zone-server,1,charon,-54,35.7,1,-1.0,0,1,74.4,172192
1788447474.0,gate-in,1,charon,-36,30.9,1,50.9,1,1,70.6,172128
1788447474.0,gate-out,1,charon,-47,66.6,1,16.7,1,1,67.5,172288
1788447474.0,zone-reception,1,charon,-33,37.0,1,-1.0,0,1,71.1,172088
1788447474.0,zone-warehouse,1,charon,-14,84.9,1,-1.0,0,1,72.3,172080
1788447474.0,zone-workshop,1,charon,-55,82.2,1,-1.0,0,1,79.6,172500
1788447474.0,zone-server,1,charon,-55,36.4,1,-1.0,0,1,74.4,172192
1788447475.9,gate-in,1,charon,-36,12.8,1,50.9,1,1,70.6,172128
1788447475.9,gate-out,1,charon,-51,85.2,1,16.7,1,1,67.5,172288
1788447475.9,zone-reception,1,charon,-34,57.0,1,-1.0,0,1,71.1,172088
1788447475.9,zone-warehouse,1,charon,-15,98.1,1,-1.0,0,1,72.3,172080
1788447475.9,zone-workshop,1,charon,-58,82.1,1,-1.0,0,1,79.6,172500
1788447475.9,zone-server,1,charon,-55,34.4,1,-1.0,0,1,74.4,172192
1788447477.7,gate-in,1,charon,-36,32.2,1,37.8,1,1,70.6,172128
1788447477.7,gate-out,1,charon,-50,86.9,1,53.4,1,1,67.5,172288
1788447477.7,zone-reception,1,charon,-34,36.5,1,-1.0,0,1,71.1,172088
1788447477.7,zone-warehouse,1,charon,-14,91.3,1,-1.0,0,1,72.3,172080
1788447477.7,zone-workshop,1,charon,-59,83.4,1,-1.0,0,1,79.6,172500
1788447477.7,zone-server,1,charon,-55,21.7,1,-1.0,0,1,74.4,172192
1788447480.2,gate-in,1,charon,-36,32.2,1,52.6,1,1,70.6,172128
1788447480.2,gate-out,1,charon,-51,78.6,1,108.9,1,1,67.5,172288
1788447480.2,zone-reception,1,charon,-35,36.5,1,-1.0,0,1,71.1,172088
1788447480.2,zone-warehouse,1,charon,-14,90.7,1,-1.0,0,1,72.3,172080
1788447480.2,zone-workshop,1,charon,-59,83.0,1,-1.0,0,1,80.6,172500
1788447480.2,zone-server,1,charon,-55,29.9,1,-1.0,0,1,74.4,172192
1788447482.2,gate-in,1,charon,-35,32.2,1,50.5,1,1,70.6,172128
1788447482.2,gate-out,1,charon,-51,85.7,1,16.7,1,1,67.5,172288
1788447482.2,zone-reception,1,charon,-34,79.2,1,-1.0,0,1,71.1,172088
1788447482.2,zone-warehouse,1,charon,-14,90.9,1,-1.0,0,1,72.3,172080
1788447482.2,zone-workshop,0,,,,,,,,,
1788447482.2,zone-server,1,charon,-53,21.6,1,-1.0,0,1,74.4,172192
1788447486.2,gate-in,1,charon,-37,32.2,1,40.8,1,1,70.6,172128
1788447486.2,gate-out,1,charon,-51,80.7,1,16.7,1,1,67.5,172288
1788447486.2,zone-reception,1,charon,-34,75.6,1,-1.0,0,1,71.1,172088
1788447486.2,zone-warehouse,1,charon,-14,90.4,1,-1.0,0,1,72.3,172080
1788447486.2,zone-workshop,1,charon,-59,82.9,1,-1.0,0,1,79.6,172288
1788447486.2,zone-server,1,charon,-55,21.7,1,-1.0,0,1,74.4,172192
1788447489.9,gate-in,1,charon,-35,32.2,1,8.7,1,1,70.6,172128
1788447489.9,gate-out,1,charon,-50,88.3,1,16.7,1,1,67.5,172288
1788447489.9,zone-reception,1,charon,-34,49.9,1,-1.0,0,1,71.1,172088
1788447489.9,zone-warehouse,1,charon,-14,89.8,1,-1.0,0,1,72.3,172080
1788447489.9,zone-workshop,1,charon,-54,83.8,1,-1.0,0,1,79.6,172500
1788447489.9,zone-server,1,charon,-56,29.9,1,-1.0,0,1,74.4,172192
1788447491.4,gate-in,1,charon,-36,33.5,1,52.2,1,1,70.6,172128
1788447491.4,gate-out,1,charon,-51,50.5,1,16.7,1,1,67.5,172288
1788447491.4,zone-reception,1,charon,-34,2.9,1,-1.0,0,1,71.1,172088
1788447491.4,zone-warehouse,1,charon,-13,89.6,1,-1.0,0,1,72.3,172080
1788447491.4,zone-workshop,1,charon,-54,84.2,1,-1.0,0,1,79.6,172500
1788447491.4,zone-server,1,charon,-55,21.7,1,-1.0,0,1,74.4,172192
1788447493.2,gate-in,1,charon,-37,33.5,1,21.9,1,1,70.6,172128
1788447493.2,gate-out,1,charon,-48,70.8,1,16.7,1,1,67.5,172288
1788447493.2,zone-reception,1,charon,-35,37.0,1,-1.0,0,1,71.1,172088
1788447493.2,zone-warehouse,1,charon,-14,88.9,1,-1.0,0,1,72.3,172080
1788447493.2,zone-workshop,1,charon,-56,83.3,1,-1.0,0,1,80.6,172500
1788447493.2,zone-server,1,charon,-55,34.4,1,-1.0,0,1,74.4,172192
1788447495.8,gate-in,1,charon,-36,32.2,1,46.8,1,1,70.6,172128
1788447495.8,gate-out,1,charon,-49,87.5,1,12.4,1,1,67.5,172288
1788447495.8,zone-reception,1,charon,-34,36.5,1,-1.0,0,1,71.1,172088
1788447495.8,zone-warehouse,1,charon,-13,88.8,1,-1.0,0,1,72.3,171860
1788447495.8,zone-workshop,1,charon,-56,83.5,1,-1.0,0,1,79.6,172500
1788447495.8,zone-server,1,charon,-54,16.8,1,-1.0,0,1,74.4,172192
1788447497.5,gate-in,1,charon,-35,32.2,1,57.0,1,1,70.6,172128
1788447497.5,gate-out,1,charon,-49,57.2,1,16.7,1,1,67.5,172288
1788447497.5,zone-reception,1,charon,-34,37.0,1,-1.0,0,1,71.1,172088
1788447497.5,zone-warehouse,1,charon,-14,89.1,1,-1.0,0,1,72.3,171860
1788447497.5,zone-workshop,1,charon,-54,83.4,1,-1.0,0,1,80.6,172500
1788447497.5,zone-server,1,charon,-54,34.4,1,-1.0,0,1,74.4,172192
1788447499.3,gate-in,1,charon,-36,31.4,1,56.5,1,1,70.6,172128
1788447499.3,gate-out,1,charon,-49,57.5,1,16.8,1,1,67.5,172288
1788447499.3,zone-reception,1,charon,-34,77.3,1,-1.0,0,1,71.1,172088
1788447499.3,zone-warehouse,1,charon,-14,83.3,1,-1.0,0,1,72.3,172080
1788447499.3,zone-workshop,1,charon,-53,83.4,1,-1.0,0,1,80.6,172500
1788447499.3,zone-server,1,charon,-54,29.9,1,-1.0,0,1,74.4,172192
1788447501.1,gate-in,1,charon,-37,32.2,1,50.5,1,1,70.6,172128
1788447501.1,gate-out,1,charon,-48,60.2,1,16.7,1,1,67.5,172288
1788447501.1,zone-reception,1,charon,-34,36.5,1,-1.0,0,1,71.1,172088
1788447501.1,zone-warehouse,1,charon,-13,82.8,1,-1.0,0,1,72.3,172080
1788447501.1,zone-workshop,0,,,,,,,,,
1788447501.1,zone-server,1,charon,-54,21.7,1,-1.0,0,1,74.4,172192
1788447504.4,gate-in,1,charon,-35,32.2,1,43.3,1,1,70.6,172128
1788447504.4,gate-out,1,charon,-49,60.2,1,16.7,1,1,67.5,172288
1788447504.4,zone-reception,1,charon,-34,78.7,1,-1.0,0,1,71.1,172088
1788447504.4,zone-warehouse,1,charon,-14,98.1,1,-1.0,0,1,72.3,172080
1788447504.4,zone-workshop,1,charon,-54,57.9,1,-1.0,0,1,80.6,172500
1788447504.4,zone-server,1,charon,-54,36.4,1,-1.0,0,1,74.4,172192
1788447507.6,gate-in,1,charon,-36,32.2,1,52.2,1,1,70.6,172128
1788447507.6,gate-out,1,charon,-50,58.5,1,16.7,1,1,67.5,172288
1788447507.6,zone-reception,1,charon,-34,75.1,1,-1.0,0,1,71.1,171868
1788447507.6,zone-warehouse,1,charon,-15,80.8,1,-1.0,0,1,72.3,172080
1788447507.6,zone-workshop,1,charon,-53,83.8,1,-1.0,0,1,80.6,172500
1788447507.6,zone-server,1,charon,-54,33.1,1,-1.0,0,1,74.4,172192
1788447509.7,gate-in,1,charon,-36,32.2,1,56.8,1,1,70.6,172128
1788447509.7,gate-out,1,charon,-50,58.3,1,16.7,1,1,67.5,172288
1788447509.7,zone-reception,1,charon,-34,76.3,1,-1.0,0,1,71.1,172088
1788447509.7,zone-warehouse,1,charon,-14,56.7,1,-1.0,0,1,72.3,171860
1788447509.7,zone-workshop,1,charon,-54,82.5,1,-1.0,0,1,79.6,172500
1788447509.7,zone-server,1,charon,-54,17.1,1,-1.0,0,1,74.4,172192
1788447511.1,gate-in,1,charon,-36,33.5,1,43.9,1,1,70.6,172128
1788447511.1,gate-out,1,charon,-49,87.8,1,16.7,1,1,67.5,172288
1788447511.1,zone-reception,1,charon,-34,79.9,1,-1.0,0,1,71.1,172088
1788447511.1,zone-warehouse,1,charon,-14,57.0,1,-1.0,0,1,72.3,172080
1788447511.1,zone-workshop,1,charon,-54,83.8,1,-1.0,0,1,80.6,172288
1788447511.1,zone-server,1,charon,-54,36.4,1,-1.0,0,1,74.4,172192
1788447512.5,gate-in,1,charon,-37,32.2,1,56.9,1,1,70.6,172128
1788447512.5,gate-out,1,charon,-50,16.5,1,16.7,1,1,67.5,172288
1788447512.5,zone-reception,1,charon,-35,75.9,1,-1.0,0,1,71.1,172088
1788447512.5,zone-warehouse,1,charon,-14,54.7,1,-1.0,0,1,72.3,172080
1788447512.5,zone-workshop,1,charon,-54,82.9,1,-1.0,0,1,79.6,172500
1788447512.5,zone-server,1,charon,-55,17.4,1,-1.0,0,1,74.4,172192
1788447514.6,gate-in,1,charon,-36,32.2,1,56.8,1,1,70.6,172128
1788447514.6,gate-out,1,charon,-51,52.0,1,17.1,1,1,67.5,172288
1788447514.6,zone-reception,1,charon,-34,76.4,1,-1.0,0,1,71.1,172088
1788447514.6,zone-warehouse,1,charon,-13,56.7,1,-1.0,0,1,72.3,172080
1788447514.6,zone-workshop,1,charon,-54,83.3,1,-1.0,0,1,79.6,172500
1788447514.6,zone-server,1,charon,-55,36.4,1,-1.0,0,1,74.4,172192
1788447517.8,gate-in,1,charon,-36,32.2,1,56.9,1,1,70.6,172128
1788447517.8,gate-out,1,charon,-50,62.1,1,16.7,1,1,67.5,172288
1788447517.8,zone-reception,1,charon,-35,79.6,1,-1.0,0,1,71.1,171868
1788447517.8,zone-warehouse,1,charon,-14,57.1,1,-1.0,0,1,72.3,172080
1788447517.8,zone-workshop,1,charon,-54,81.7,1,-1.0,0,1,79.6,172500
1788447517.8,zone-server,1,charon,-53,34.4,1,-1.0,0,1,74.4,172192
1788447519.5,gate-in,1,charon,-35,32.2,1,52.6,1,1,70.6,172128
1788447519.5,gate-out,1,charon,-49,63.1,1,16.7,1,1,67.5,172288
1788447519.5,zone-reception,1,charon,-34,37.0,1,-1.0,0,1,71.1,172088
1788447519.5,zone-warehouse,1,charon,-14,53.8,1,-1.0,0,1,72.3,172080
1788447519.5,zone-workshop,1,charon,-54,67.8,1,-1.0,0,1,79.6,172500
1788447519.5,zone-server,1,charon,-53,35.7,1,-1.0,0,1,74.4,172192
1788447521.5,gate-in,1,charon,-36,32.2,1,42.9,1,1,70.6,172128
1788447521.5,gate-out,1,charon,-50,47.4,1,47.1,1,1,67.5,172288
1788447521.5,zone-reception,1,charon,-34,36.5,1,-1.0,0,1,71.1,172088
1788447521.5,zone-warehouse,1,charon,-14,99.7,1,-1.0,0,1,72.3,172080
1788447521.5,zone-workshop,1,charon,-53,83.0,1,-1.0,0,1,79.6,172500
1788447521.5,zone-server,1,charon,-54,34.4,1,-1.0,0,1,74.4,172192
1788447524.3,gate-in,1,charon,-35,32.2,1,66.0,1,1,70.6,172128
1788447524.3,gate-out,1,charon,-48,47.4,1,16.7,1,1,67.5,172288
1788447524.3,zone-reception,1,charon,-34,36.5,1,-1.0,0,1,71.1,172088
1788447524.3,zone-warehouse,1,charon,-15,95.7,1,-1.0,0,1,72.3,172080
1788447524.3,zone-workshop,1,charon,-55,71.6,1,-1.0,0,1,79.6,172500
1788447524.3,zone-server,1,charon,-51,36.9,1,-1.0,0,1,74.4,172192
1788447526.6,gate-in,1,charon,-37,32.2,1,52.6,1,1,70.6,172128
1788447526.6,gate-out,1,charon,-49,58.9,1,16.7,1,1,67.5,172288
1788447526.6,zone-reception,1,charon,-34,79.6,1,-1.0,0,1,71.1,171868
1788447526.6,zone-warehouse,1,charon,-14,57.0,1,-1.0,0,1,72.3,172080
1788447526.6,zone-workshop,1,charon,-58,82.5,1,-1.0,0,1,80.6,172500
1788447526.6,zone-server,1,charon,-54,34.4,1,-1.0,0,1,74.4,172192
1788447529.2,gate-in,1,charon,-36,32.2,1,51.7,1,1,70.6,172128
1788447529.2,gate-out,1,charon,-50,57.0,1,16.7,1,1,67.5,172288
1788447529.2,zone-reception,1,charon,-34,79.6,1,-1.0,0,1,71.1,172088
1788447529.2,zone-warehouse,1,charon,-13,52.6,1,-1.0,0,1,72.3,172080
1788447529.2,zone-workshop,1,charon,-58,66.5,1,-1.0,0,1,80.6,172500
1788447529.2,zone-server,1,charon,-53,36.4,1,-1.0,0,1,74.4,172192
1788447531.2,gate-in,1,charon,-36,10.1,1,52.6,1,1,70.6,172128
1788447531.2,gate-out,1,charon,-48,57.8,1,16.7,1,1,67.5,172288
1788447531.2,zone-reception,1,charon,-34,50.4,1,-1.0,0,1,71.1,172088
1788447531.2,zone-warehouse,1,charon,-13,94.4,1,-1.0,0,1,72.3,172080
1788447531.2,zone-workshop,1,charon,-55,63.9,1,-1.0,0,1,79.6,172500
1788447531.2,zone-server,1,charon,-53,34.3,1,-1.0,0,1,74.4,172192
1788447533.3,gate-in,1,charon,-35,32.2,1,51.7,1,1,70.6,171908
1788447533.3,gate-out,1,charon,-49,87.5,1,16.7,1,1,67.5,172288
1788447533.3,zone-reception,1,charon,-34,50.8,1,-1.0,0,1,71.1,172088
1788447533.3,zone-warehouse,1,charon,-13,56.7,1,-1.0,0,1,72.3,172080
1788447533.3,zone-workshop,1,charon,-53,82.9,1,-1.0,0,1,79.6,172500
1788447533.3,zone-server,1,charon,-53,18.1,1,-1.0,0,1,74.4,172192
1788447535.8,gate-in,1,charon,-36,32.2,1,51.7,1,1,70.6,172128
1788447535.8,gate-out,1,charon,-53,88.3,1,16.7,1,1,67.5,172288
1788447535.8,zone-reception,1,charon,-35,79.2,1,-1.0,0,1,71.1,172088
1788447535.8,zone-warehouse,1,charon,-14,51.4,1,-1.0,0,1,72.3,172080
1788447535.8,zone-workshop,1,charon,-54,82.5,1,-1.0,0,1,79.6,172500
1788447535.8,zone-server,1,charon,-50,35.7,1,-1.0,0,1,74.4,172192
1788447539.1,gate-in,1,charon,-36,32.2,1,52.6,1,1,70.6,172128
1788447539.1,gate-out,1,charon,-50,87.5,1,16.7,1,1,67.5,172288
1788447539.1,zone-reception,1,charon,-35,37.0,1,-1.0,0,1,71.1,172088
1788447539.1,zone-warehouse,1,charon,-14,94.8,1,-1.0,0,1,72.3,172080
1788447539.1,zone-workshop,1,charon,-56,82.5,1,-1.0,0,1,79.6,172500
1788447539.1,zone-server,1,charon,-54,22.9,1,-1.0,0,1,74.4,172192
1788447541.8,gate-in,1,charon,-36,32.2,1,52.6,1,1,70.6,172128
1788447541.8,gate-out,1,charon,-51,69.5,1,16.7,1,1,67.5,172288
1788447541.8,zone-reception,1,charon,-35,50.7,1,-1.0,0,1,71.1,172088
1788447541.8,zone-warehouse,1,charon,-14,51.4,1,-1.0,0,1,72.3,172080
1788447541.8,zone-workshop,1,charon,-58,83.8,1,-1.0,0,1,80.6,172500
1788447541.8,zone-server,1,charon,-52,20.3,1,-1.0,0,1,74.4,172192
1788447544.3,gate-in,1,charon,-36,32.2,1,51.4,1,1,70.6,172128
1788447544.3,gate-out,1,charon,-50,87.5,1,16.7,1,1,67.5,172288
1788447544.3,zone-reception,1,charon,-34,36.5,1,-1.0,0,1,71.1,172088
1788447544.3,zone-warehouse,1,charon,-14,93.1,1,-1.0,0,1,72.3,172080
1788447544.3,zone-workshop,1,charon,-57,83.7,1,-1.0,0,1,79.6,172280
1788447544.3,zone-server,1,charon,-52,34.4,1,-1.0,0,1,74.4,172192
1788447547.7,gate-in,1,charon,-36,32.2,1,54.8,1,1,70.6,172128
1788447547.7,gate-out,1,charon,-49,87.1,1,16.7,1,1,67.5,172288
1788447547.7,zone-reception,1,charon,-34,37.0,1,-1.0,0,1,71.1,172088
1788447547.7,zone-warehouse,1,charon,-13,98.5,1,-1.0,0,1,73.3,172080
1788447547.7,zone-workshop,0,,,,,,,,,
1788447547.7,zone-server,1,charon,-53,10.8,1,-1.0,0,1,74.4,172192
1788447551.6,gate-in,1,charon,-36,32.2,1,51.4,1,1,70.6,172128
1788447551.6,gate-out,1,charon,-50,87.4,1,16.7,1,1,67.5,172288
1788447551.6,zone-reception,1,charon,-34,79.2,1,-1.0,0,1,71.1,172088
1788447551.6,zone-warehouse,1,charon,-14,50.5,1,-1.0,0,1,72.3,172080
1788447551.6,zone-workshop,1,charon,-58,83.8,1,-1.0,0,1,80.6,172500
1788447551.6,zone-server,1,charon,-52,36.4,1,-1.0,0,1,74.4,172192
1788447553.9,gate-in,1,charon,-36,32.2,1,51.4,1,1,70.6,172128
1788447553.9,gate-out,1,charon,-51,87.9,1,16.7,1,1,67.5,172288
1788447553.9,zone-reception,1,charon,-34,37.0,1,-1.0,0,1,71.1,172088
1788447553.9,zone-warehouse,1,charon,-13,50.2,1,-1.0,0,1,73.3,172080
1788447553.9,zone-workshop,1,charon,-58,83.0,1,-1.0,0,1,79.6,172496
1788447553.9,zone-server,1,charon,-53,29.9,1,-1.0,0,1,74.4,172192
1788447555.9,gate-in,1,charon,-35,33.0,1,55.7,1,1,70.6,172128
1788447555.9,gate-out,1,charon,-50,32.1,1,16.7,1,1,67.5,172288
1788447555.9,zone-reception,1,charon,-34,79.5,1,-1.0,0,1,71.1,172088
1788447555.9,zone-warehouse,1,charon,-14,57.2,1,-1.0,0,1,73.3,172080
1788447555.9,zone-workshop,1,charon,-58,82.5,1,-1.0,0,1,79.6,172496
1788447555.9,zone-server,1,charon,-51,31.7,1,-1.0,0,1,74.4,172192
1788447558.1,gate-in,1,charon,-35,32.2,1,51.4,1,1,70.6,172128
1788447558.1,gate-out,1,charon,-50,87.4,1,16.7,1,1,67.5,172288
1788447558.1,zone-reception,1,charon,-34,38.6,1,-1.0,0,1,71.1,172088
1788447558.1,zone-warehouse,1,charon,-13,50.2,1,-1.0,0,1,73.3,172080
1788447558.1,zone-workshop,1,charon,-56,69.1,1,-1.0,0,1,79.6,172488
1788447558.1,zone-server,1,charon,-51,20.4,1,-1.0,0,1,74.4,172192
1788447560.7,gate-in,1,charon,-36,32.2,1,29.3,1,1,70.6,172128
1788447560.7,gate-out,1,charon,-50,85.8,1,16.7,1,1,67.5,172288
1788447560.7,zone-reception,1,charon,-34,36.5,1,-1.0,0,1,71.1,172088
1788447560.7,zone-warehouse,1,charon,-13,57.2,1,-1.0,0,1,72.3,172080
1788447560.7,zone-workshop,1,charon,-56,61.8,1,-1.0,0,1,79.6,172500
1788447560.7,zone-server,1,charon,-51,36.4,1,-1.0,0,1,74.4,172192
1788447562.3,gate-in,1,charon,-35,32.2,1,52.6,1,1,70.6,172128
1788447562.3,gate-out,1,charon,-50,51.2,1,53.2,1,1,67.5,172288
